Feature_id	Mean_decrease_in_accuracy	Standard_deviation
446522	0.00371769788828453	NA
760359	0.00348700773481846	NA
300835	0.00299594334529223	NA
357533	0.00297553402903915	NA
134792	0.00294073410354867	NA
177706	0.00290583021905207	NA
909523	0.00289650651791827	NA
3496628	0.00289041507320498	NA
128382	0.00288376412024757	NA
13354	0.00269207788952531	NA
134053	0.00256917809688561	NA
253380	0.00249095675735356	NA
20360	0.0024428308723254	NA
2877094	0.002248188992009	NA
134265	0.00218124519702312	NA
291811	0.00206506810689874	NA
179598	0.00206359030935389	NA
207580	0.00184903590698785	NA
198190	0.00183460984856539	NA
296052	0.00182054703714203	NA
187360	0.00179676510067582	NA
136415	0.00177997470410075	NA
565753	0.0017523729114269	NA
180119	0.00173782911226818	NA
358944	0.00173478019060924	NA
185861	0.00170851778026799	NA
131702	0.00164154055088205	NA
574792	0.00159610064980508	NA
4094262	0.00159299962604049	NA
211400	0.00157820277556226	NA
195270	0.00154961775028258	NA
193061	0.00152074184657105	NA
536919	0.0014899250417275	NA
106751	0.00148217643465485	NA
180446	0.00139805086681221	NA
92771	0.00137734830859821	NA
300276	0.0013496990706519	NA
195123	0.00133389155757345	NA
368698	0.00132680443238232	NA
176346	0.0012552408297389	NA
181627	0.00124714587734474	NA
338355	0.00121640907391092	NA
193006	0.00121331010261995	NA
196508	0.00119208300278675	NA
341874	0.00117734279924053	NA
190913	0.00116791393868544	NA
191595	0.00116213545631254	NA
185281	0.00113090888108038	NA
207673	0.00112023134078376	NA
176942	0.00111693373180416	NA
308072	0.00111330798757986	NA
543900	0.00110562416368267	NA
197587	0.00109745104992831	NA
218225	0.00108325206678632	NA
193710	0.00107480849779857	NA
291733	0.00107376266377896	NA
130495	0.00101564695848665	NA
13860	0.00098605260605758	NA
388682	0.000976093320888732	NA
2196	0.000947023284468065	NA
198792	0.000920824212728971	NA
495419	0.000915868118085038	NA
358493	0.000912663096614674	NA
335550	0.00090503978919867	NA
230277	0.000904538471429063	NA
180421	0.000898047354838302	NA
179402	0.000892938626719525	NA
320455	0.000881784560008031	NA
177930	0.000866692366222507	NA
176108	0.000865653228948123	NA
589329	0.000865424757309541	NA
353278	0.000860409823077402	NA
289183	0.000857871753400732	NA
4021516	0.000840513226759973	NA
13419	0.000837744594984795	NA
185568	0.000835422604214813	NA
268540	0.000832525070498189	NA
495394	0.000830774537361236	NA
470460	0.000814393593325141	NA
368769	0.000810495765064462	NA
180082	0.00080262260056444	NA
195081	0.000797101705616914	NA
192127	0.00079459212876286	NA
451398	0.000782576226405098	NA
186917	0.000777202899395367	NA
586093	0.000772237639132309	NA
577027	0.000771643640784372	NA
340684	0.000761027446981513	NA
2877951	0.000733383402902646	NA
365256	0.000733079194908875	NA
529652	0.000732844644581759	NA
185420	0.000726991481282867	NA
328617	0.000706840327484421	NA
175491	0.000696868877650843	NA
1953124	0.000692580167920881	NA
456393	0.000684212060382058	NA
176056	0.000682818580088181	NA
107252	0.000681959804587923	NA
191075	0.000681364090381826	NA
1602307	0.000679385613548975	NA
196748	0.000674575766027683	NA
470116	0.000670529746215565	NA
329820	0.000665431813844706	NA
181422	0.000658734366165831	NA
109334	0.000657767610086949	NA
190931	0.000649011120843581	NA
253584	0.000647080260259533	NA
190458	0.000637911728629908	NA
1820513	0.000635515128223973	NA
187051	0.000620889718195983	NA
2932557	0.000617067207761668	NA
505587	0.000607061334947819	NA
179647	0.000599595255774405	NA
273361	0.000594996867051685	NA
2101287	0.00057615231113341	NA
471202	0.000575850314291541	NA
1103082	0.00057579602104447	NA
593043	0.000573321400800378	NA
164647	0.000570036085512534	NA
559527	0.000567545573551576	NA
299281	0.000565998879740855	NA
125270	0.000565690443580023	NA
189282	0.000562800387797111	NA
565812	0.000562427071794308	NA
393051	0.00056242585549379	NA
195839	0.000558187396010164	NA
799884	0.000554884354843423	NA
175612	0.000553033236403696	NA
82283	0.000551459394344586	NA
382625	0.000550618594926239	NA
362120	0.000550218606181551	NA
185333	0.000549637051275002	NA
206099	0.000549216324507956	NA
297641	0.000549068874140604	NA
194666	0.000546453597214321	NA
316642	0.000544412739442125	NA
343709	0.000533630360876183	NA
2223978	0.000533416986799954	NA
178487	0.000531585054725149	NA
194626	0.000525682726444719	NA
967290	0.000525322158628166	NA
3096648	0.00052319537801694	NA
367842	0.000519276465863606	NA
331761	0.000512515650601015	NA
180785	0.000511036722507492	NA
566395	0.00051059848463384	NA
1701964	0.000509629332652252	NA
184255	0.000508419430542008	NA
197447	0.000506844938616904	NA
4113009	0.000506329151158149	NA
187504	0.000501965826678601	NA
158215	0.00049589145014933	NA
183691	0.000493629585091949	NA
314582	0.00048636294113902	NA
345095	0.000486311127204472	NA
288889	0.000485785288017341	NA
4064586	0.000481165846330421	NA
189996	0.000479366969656067	NA
189817	0.000477667184833751	NA
189422	0.000476668582061633	NA
4281639	0.000475530541876255	NA
183873	0.000471846669511467	NA
3940440	0.000471269814261393	NA
470975	0.000469939875760286	NA
180509	0.00046775561018236	NA
216862	0.000463690627312467	NA
274406	0.000459264947186366	NA
437047	0.000459074042945481	NA
2045	0.00045618190849127	NA
355175	0.000455721478629459	NA
347862	0.000452707527284293	NA
192132	0.000448228696509761	NA
175844	0.000446732460059222	NA
366401	0.000445682020285134	NA
316761	0.000443098989393905	NA
583134	0.0004427994839592	NA
310380	0.000438037855511671	NA
249271	0.000433181933136659	NA
23757	0.000432119669543839	NA
291800	0.000430761550085609	NA
401222	0.000424526092247459	NA
495017	0.000419453250848753	NA
252324	0.000417484595945328	NA
1135130	0.000416670058595614	NA
1035532	0.000412169629924485	NA
174299	0.000404145862298436	NA
4102199	0.000403240099200795	NA
189083	0.000401788127043709	NA
298942	0.000400724298768261	NA
495001	0.000398155910827597	NA
298531	0.000394753088258772	NA
179347	0.000391903336792913	NA
358112	0.000388330587551365	NA
196112	0.000387863506687618	NA
162737	0.000386648140396137	NA
158458	0.000385866507855553	NA
247720	0.000381980594278535	NA
368734	0.000380087821085419	NA
183410	0.000380057074440485	NA
1944498	0.000379737785202963	NA
213394	0.000376905170386336	NA
560917	0.000376639057746865	NA
181367	0.000376183484065252	NA
548032	0.000376129429748242	NA
246717	0.000369180629468907	NA
181233	0.000366120719659573	NA
470190	0.000365748317902787	NA
157193	0.000365189177981156	NA
1504042	0.000361575243619886	NA
183454	0.000360666025875959	NA
186233	0.000359603967965947	NA
290607	0.000358840836182589	NA
524884	0.000358503486939675	NA
182886	0.000358284959979498	NA
197517	0.000357401038388011	NA
177800	0.000357250644125249	NA
102627	0.000356786157883347	NA
14290	0.000355130299448216	NA
180927	0.000354880699718468	NA
42680	0.000354647982162728	NA
556240	0.000354645116523791	NA
184670	0.000351459186681388	NA
3345627	0.000351108096758017	NA
583746	0.000350412627558917	NA
319709	0.000349611108965195	NA
196769	0.000347910697919995	NA
310886	0.000345149266246592	NA
368928	0.000342849828970815	NA
191256	0.000338951602850337	NA
4108205	0.00033832250079921	NA
218121	0.000337437147754731	NA
177670	0.000336975761359322	NA
258375	0.000336695139063568	NA
187490	0.000327986280338708	NA
366147	0.000326635872840021	NA
2230859	0.000324737805990948	NA
404404	0.000323291152866938	NA
187126	0.000323125917639998	NA
188881	0.000322487571424045	NA
157842	0.000319570646158966	NA
3273784	0.000319376602095462	NA
195635	0.000316431157246846	NA
521981	0.000316416274268157	NA
194297	0.000316048736743508	NA
2069039	0.000311235849544086	NA
12562	0.000308692899816989	NA
199182	0.000305546851019114	NA
176750	0.000305308126332064	NA
187924	0.000304001124951116	NA
190157	0.000303447595759366	NA
941733	0.000302746465263158	NA
188945	0.000301811715617012	NA
157338	0.000299257272696994	NA
185864	0.000297932873757181	NA
134726	0.000294081424540739	NA
364289	0.000294020877373427	NA
51535	0.000292600015957502	NA
187256	0.000290107793419105	NA
3801267	0.000289270239341973	NA
186812	0.000287854790810641	NA
208843	0.000287669589547809	NA
536540	0.00028711660444851	NA
167270	0.000285904327115973	NA
561171	0.000284912793539121	NA
211374	0.000284284811370089	NA
191718	0.000284173270488449	NA
317677	0.000284041831294121	NA
3754778	0.000283261947246329	NA
360710	0.000283104861207076	NA
178357	0.000282687424942908	NA
469991	0.000280951619340553	NA
329650	0.000280928712477117	NA
492873	0.000280903832935581	NA
203788	0.000278770416776889	NA
2303142	0.00027821481686673	NA
3970651	0.000277807076093397	NA
207615	0.00027746973743358	NA
182735	0.000277254922891608	NA
179358	0.000277232609507042	NA
196268	0.000274850307672485	NA
484332	0.000272883847274431	NA
2963281	0.000272700183393727	NA
267772	0.000270679301970254	NA
183534	0.000268852883409646	NA
205836	0.000268788551140892	NA
327598	0.000266682283154414	NA
529979	0.000265807967609413	NA
310174	0.000264706896222534	NA
178773	0.000264491519076067	NA
187780	0.000264070051226535	NA
366044	0.000263739204576722	NA
174818	0.000262787075966384	NA
469663	0.000261268826665454	NA
2976007	0.000261246300571241	NA
504674	0.000259212062419733	NA
198740	0.000258778565776429	NA
89770	0.000258696737187694	NA
178304	0.000258405336235288	NA
533564	0.000256303917915608	NA
569158	0.000254379983220876	NA
327218	0.000252035219560754	NA
530379	0.000250908760341911	NA
177131	0.000250591016553397	NA
181575	0.000250208647678777	NA
3009856	0.000248829663585809	NA
308451	0.000247874384768975	NA
212878	0.000246657931509491	NA
4004998	0.00024617783272025	NA
332968	0.000244857084756789	NA
179585	0.000244835939710869	NA
312743	0.000243016682447152	NA
279048	0.000241435549741579	NA
570110	0.000239778839155161	NA
193163	0.000239311701345057	NA
334453	0.000238385594384252	NA
504699	0.000237570509155879	NA
186139	0.0002375240599068	NA
321619	0.000236698214990812	NA
191884	0.000236629712628634	NA
215670	0.000236217441766903	NA
255367	0.000235550949246628	NA
514741	0.000235013707229898	NA
1839271	0.00023388292375136	NA
179425	0.000233610487318069	NA
188007	0.000233065671110176	NA
3325760	0.000231963790992277	NA
193679	0.000231512901311375	NA
311108	0.000231501878279553	NA
310902	0.000230948389070765	NA
172821	0.000229126823286749	NA
188536	0.000228858084230655	NA
179116	0.000227451667909371	NA
15728	0.000227385163029327	NA
29566	0.000226235199626967	NA
11372	0.000224487911199979	NA
1082607	0.000224443354476743	NA
295085	0.000222119734796795	NA
1061762	0.000221453585571021	NA
197711	0.000220676358943761	NA
12567	0.000220006496258819	NA
505251	0.000218170798471402	NA
288780	0.00021792619001874	NA
3526720	0.000216812375182922	NA
183395	0.000216631206628723	NA
193268	0.000215882058726012	NA
1514674	0.000214461386214016	NA
182798	0.000214270946788994	NA
197624	0.000212505047201407	NA
133075	0.000212487544932705	NA
3040916	0.000210994577241944	NA
180665	0.000210700591254994	NA
191306	0.000209385601111763	NA
559063	0.000209210409353688	NA
199283	0.000208228432613424	NA
184678	0.000205565286355165	NA
212128	0.000205499832188493	NA
266777	0.000204383173360885	NA
15053	0.000204034498681207	NA
181472	0.000203843986014814	NA
2772151	0.000202298176167019	NA
759751	0.00020198641877177	NA
347758	0.00020188210997976	NA
189334	0.00020132423872099	NA
153187	0.000200805834525961	NA
186963	0.000200456971882545	NA
338301	0.000200302061864449	NA
190597	0.000199589240958815	NA
161946	0.000198971923644538	NA
581201	0.000197855863269643	NA
350255	0.000197535847921455	NA
197552	0.000197249965286755	NA
187181	0.000197245658609462	NA
270856	0.000195264444682319	NA
