Feature_id	Mean_decrease_in_accuracy	Standard_deviation
393051	0.00574743658727431	NA
1091685	0.00383097370210273	NA
213952	0.00359270136684276	NA
909523	0.0033572962785294	NA
941733	0.00328367541492375	NA
2084904	0.00274181781929273	NA
1101669	0.00246994632785546	NA
2646731	0.00220877994497219	NA
13354	0.00182816598337277	NA
1082607	0.00180983003862362	NA
991351	0.00174457805821234	NA
1068955	0.00174141440434659	NA
296379	0.00169198718618023	NA
2772151	0.00167834611509294	NA
688934	0.00154860281137321	NA
20360	0.00145001920395529	NA
204197	0.00143538468145495	NA
218121	0.00142019776355957	NA
743755	0.00141698102366876	NA
231787	0.00140804770401483	NA
911016	0.00136669134625608	NA
271238	0.00134409237675275	NA
134265	0.00126666942877519	NA
3829957	0.00125854450671203	NA
970302	0.00124827263066647	NA
258375	0.00122556720422585	NA
345077	0.00119494785828676	NA
761172	0.00118817995684134	NA
904178	0.00117310290232226	NA
1080820	0.00116364714236243	NA
158469	0.00116208654068729	NA
134792	0.00115603828849714	NA
3445563	0.0011506032494039	NA
74511	0.00114203906741481	NA
870118	0.00111531565147755	NA
992022	0.0011118966996841	NA
244710	0.00107822176731859	NA
152001	0.00104756578929877	NA
7151	0.00104430852206253	NA
6378	0.0010355051758152	NA
377874	0.00102848895146518	NA
301184	0.0010283252835834	NA
652802	0.000999542866284188	NA
873742	0.00098607847784714	NA
2317377	0.000932972631610757	NA
565753	0.000911316446353858	NA
291008	0.000900810841040666	NA
210076	0.000892307015378271	NA
960131	0.000888087109780388	NA
1107756	0.000885964490756462	NA
225284	0.00085387937545041	NA
519673	0.000853508164598525	NA
305760	0.000850919051453837	NA
995960	0.000843563709383361	NA
173654	0.000840910622212104	NA
416400	0.000840232788864723	NA
3595363	0.000839237208028056	NA
131702	0.000836297558372109	NA
12533	0.000829628850330118	NA
181627	0.000814219571025604	NA
557799	0.000807560408964685	NA
503174	0.000807391745835418	NA
2862781	0.000806708176565022	NA
858406	0.000803424411991148	NA
526872	0.000746735697282252	NA
137489	0.000740239574286885	NA
504674	0.000737864150939872	NA
70628	0.000733843975893094	NA
168313	0.000733542262365393	NA
2806353	0.000733476775021262	NA
905277	0.000731279697756226	NA
927202	0.000718040956916079	NA
252229	0.000707873551216242	NA
92771	0.000703893882821304	NA
1067519	0.000698883880765359	NA
92636	0.000696903508129975	NA
561032	0.000693415411963757	NA
332876	0.000684511122691379	NA
403193	0.000678918407615665	NA
467198	0.000674696205045814	NA
504699	0.000672439703127543	NA
134053	0.0006716348434273	NA
456393	0.000657738944837645	NA
852665	0.000655440327079141	NA
90728	0.000653852259549434	NA
141145	0.000641585213091195	NA
588216	0.000640169535448932	NA
787362	0.000638337263175058	NA
571374	0.000637131452030418	NA
255161	0.000633593674504223	NA
960695	0.000620847355985373	NA
895753	0.000617157597260471	NA
1110594	0.000608354295681697	NA
495394	0.00060617252024644	NA
437047	0.000592218153431939	NA
470724	0.000585222284936373	NA
943989	0.000582052776830758	NA
808486	0.000572498220915115	NA
561636	0.000572407308716889	NA
514453	0.000560013920955487	NA
566219	0.000553860009323041	NA
17538	0.00054786328504199	NA
143958	0.000546384733607957	NA
388682	0.000538554847496536	NA
1140689	0.000538365378754014	NA
451398	0.000537901105017613	NA
247720	0.000534651810896552	NA
376636	0.000533795410525024	NA
495095	0.000529920977745856	NA
469898	0.000525490428739255	NA
3228684	0.000525306994582342	NA
368769	0.00052335512424887	NA
666515	0.000520747552661762	NA
13419	0.000520196988037814	NA
864640	0.000517088053430778	NA
185333	0.000516359439476687	NA
240314	0.000501452959933848	NA
510422	0.00049939252484492	NA
573061	0.000487432892804951	NA
133075	0.000475796833854816	NA
359961	0.000472622345612811	NA
505587	0.000467831677615543	NA
753872	0.000466938897956122	NA
12560	0.000446227249647544	NA
889195	0.000445467949422317	NA
286683	0.000432844596931197	NA
2627856	0.000430001931635501	NA
1005952	0.000420108473513518	NA
1039348	0.00041804003860705	NA
321584	0.000409686427841527	NA
2654263	0.000406604507382634	NA
878129	0.000400418847761121	NA
535315	0.000398781648330837	NA
210800	0.000397139936846174	NA
187297	0.000395780002609897	NA
74558	0.000392829415280601	NA
83011	0.000392288810808773	NA
844940	0.000389236903190548	NA
566395	0.000386561060237627	NA
543900	0.000384837084989162	NA
92535	0.000380132902444289	NA
553208	0.000373904906327249	NA
1108656	0.000370108111340938	NA
586093	0.000369568710293985	NA
464268	0.000367396748131456	NA
1111294	0.000363604754708669	NA
104043	0.000363394766745075	NA
4200871	0.000359268141451455	NA
979259	0.000346028291685273	NA
3801267	0.000345861894660917	NA
470190	0.000342377257974136	NA
74391	0.0003379289861392	NA
133380	0.000337732272166775	NA
4062649	0.000336914363926706	NA
297771	0.00033509728218539	NA
291593	0.000333786238169272	NA
22216	0.000331662815897727	NA
470460	0.000326677061797414	NA
252119	0.000320470982098219	NA
691423	0.000316572314508227	NA
799884	0.000311700263045094	NA
529233	0.000309432911375898	NA
536919	0.000308512920497218	NA
39467	0.000308506696784485	NA
3058992	0.000304498974618667	NA
128382	0.000299116030161994	NA
835964	0.000295584664906499	NA
3827097	0.000295103498349736	NA
513080	0.0002944495113511	NA
783719	0.000291733938345129	NA
71923	0.000291142257317032	NA
132101	0.000289730384174393	NA
91369	0.000284361506441802	NA
246477	0.000280920809814445	NA
591583	0.000280693620059443	NA
184255	0.000279474298469642	NA
919490	0.000278250261439721	NA
370437	0.000271384365016801	NA
360483	0.000269223841115421	NA
1061772	0.000267855737300798	NA
621651	0.000267613433862953	NA
131765	0.000264457554659923	NA
576936	0.00026313224208394	NA
560209	0.000262837287982111	NA
760359	0.000262491973885341	NA
291846	0.000262430972539028	NA
14290	0.000262008221260417	NA
3439967	0.0002595816935682	NA
1084540	0.000259165920916189	NA
93000	0.000256950287204206	NA
101021	0.000256651845837254	NA
521981	0.000255139155583564	NA
591060	0.00025400840996503	NA
399586	0.000253334424652308	NA
334459	0.000251528126171243	NA
6733	0.000243319949161436	NA
60136	0.000243147550215894	NA
924256	0.00024249957116948	NA
515747	0.000241995852283033	NA
1084906	0.000240381542868043	NA
230970	0.000239763413978685	NA
558276	0.000239569825831497	NA
126382	0.000236928374685879	NA
495017	0.000236390522232454	NA
927089	0.000236201784406448	NA
102425	0.000235934247098195	NA
204955	0.000234792718948332	NA
248535	0.00023359189049942	NA
1061762	0.000232665143565157	NA
3225199	0.000231903935511521	NA
142000	0.00022787108579197	NA
401732	0.000225993359071452	NA
210540	0.00022569019568421	NA
155546	0.000223582891984333	NA
962249	0.000222019163973533	NA
74655	0.000219732584348551	NA
110404	0.000218887543093072	NA
310018	0.000218680551635456	NA
861123	0.000217312613664345	NA
2200116	0.000216769799575579	NA
501876	0.000215234436783892	NA
252936	0.000214706424117024	NA
68341	0.000214022399999935	NA
92874	0.000212481183183837	NA
101304	0.00021140774122584	NA
530206	0.000211285162860591	NA
555667	0.000210983468265637	NA
1017181	0.000209388575990903	NA
322142	0.00020926198726218	NA
380491	0.000207678634891304	NA
1074628	0.000206564762145057	NA
565812	0.000206340815685812	NA
559527	0.000206236285723531	NA
60251	0.000205476482893693	NA
331895	0.000203423319572072	NA
1106789	0.000203255081599143	NA
342427	0.000198921860340093	NA
316924	0.000197388878643544	NA
3584776	0.00019621708206195	NA
446522	0.000195005134680871	NA
1043355	0.000194725742802228	NA
80455	0.000192915072377989	NA
3867172	0.000192437668154094	NA
4111715	0.000191838600070256	NA
572882	0.000191066109145893	NA
218225	0.000190853390392438	NA
136415	0.000188934638265075	NA
2510538	0.000188206811700767	NA
99155	0.000186625109327713	NA
28952	0.000185921087657413	NA
3799784	0.000184928911851298	NA
5138	0.000184558356487581	NA
350105	0.000184432768973503	NA
470207	0.000183952216131745	NA
3151583	0.000179119286916809	NA
268395	0.000177358013774017	NA
364655	0.000176229921701578	NA
1131894	0.000175861891971462	NA
207297	0.000174705385018382	NA
56208	0.00017342574487619	NA
136946	0.000173163855445953	NA
470693	0.000172919451230481	NA
587004	0.000172709994271467	NA
132873	0.000171895419701043	NA
571138	0.000171580098512865	NA
139920	0.000170934847614682	NA
342971	0.000170580356374369	NA
254339	0.000169847485780725	NA
262486	0.000167896037328434	NA
318598	0.000166818263033977	NA
1620065	0.00016644984010101	NA
245050	0.00016522868324099	NA
134049	0.000164472085443316	NA
544728	0.000160261521390878	NA
470805	0.00016024850050423	NA
63123	0.00015870076470626	NA
807172	0.000158268772613238	NA
293758	0.000158019736770008	NA
1040220	0.000157738335807076	NA
173469	0.000156637892682839	NA
470441	0.000156252595956571	NA
90114	0.000155801516650895	NA
915428	0.000155526338875124	NA
221331	0.000155093705905869	NA
253584	0.000154554071577495	NA
1646259	0.000154208365024945	NA
790567	0.000153687809756341	NA
471141	0.000152258715509251	NA
541990	0.000151816437397003	NA
469663	0.000150682693274764	NA
92479	0.000150027377552124	NA
73887	0.000147873553703388	NA
194746	0.000147855825966962	NA
586166	0.000147323593792287	NA
905088	0.000147103967763767	NA
945061	0.00014709654282366	NA
280567	0.000144927826769012	NA
2185	0.000144001807074738	NA
908824	0.000143742424963641	NA
952082	0.000142856093602222	NA
370584	0.000142540652807647	NA
429975	0.000142285869335477	NA
495419	0.000141113542885735	NA
984924	0.000141092444465963	NA
